id,lesson_id,lesson_title,lesson_round,lesson_round_title
6576,365,英語コミュニケーション,第6回,"Unit 4 Shopping for Bargains　１
                          
                          
                          Outline"
6577,365,英語コミュニケーション,第7回,"Unit 4 Shopping for Bargains　２"
6578,365,英語コミュニケーション,第8回,"Unit 5 Dreaming About Summer 1
                          
                          
                          
                          
                          Coherence in a Paragraph(Transition)"
6579,365,英語コミュニケーション,第9回,"Unit 5 Dreaming About Summer　2
                          
                          Descriptive　Paragraph"
6580,365,英語コミュニケーション,第10回,"Unit 6 I'd Better Get a Job 1 
                          
                          
                          
                          
                          Illustration Paragraph"
6581,365,英語コミュニケーション,第11回,"Unit 6 I'd Better Get a Job 2
                          
                          
                          
                          Classification Paragraph"
6582,365,英語コミュニケーション,第12回,"Unit 7 What Do You Think?　1
                          
                          
                          Analysis Paragraph"
6583,365,英語コミュニケーション,第13回,"Unit 7 What Do You Think? 2
                          
                          
                          
                          
                          Cause and Effect Paragraph"
6584,365,英語コミュニケーション,第14回,"Unit 7 What Do You Think? 3
                          
                          
                          Comparison Paragraph"
6585,365,英語コミュニケーション,第15回,"Unit 8 Rap, Rock, and Reggae 1
                          
                          Contrast Paragraph"
6586,365,英語コミュニケーション,第16回,"Unit 8 Rap, Rock, and Reggae 2
                          
                          
                          
                          Personal Opinion Paragraph"
6587,365,英語コミュニケーション,第17回,"Unit 9 What a Character! 1
                          
                          
                          
                          Problem-Solution Paragraph"
6588,365,英語コミュニケーション,第18回,"Unit 9 What a Character! 2
                          
                          
                          
                          
                          
                          Writing Your Outline"
6589,365,英語コミュニケーション,第19回,"Unit 9 What a Character! 3"
6590,365,英語コミュニケーション,第20回,"Unit 10 Money Matters 1
                          
                          
                          
                          
                          
                          Writing Your Paragraph"
6591,365,英語コミュニケーション,第21回,"Unit 10 Money Matters 2
                          
                          
                          
                          Writing Your Paragraph"
6592,365,英語コミュニケーション,第22回,"Unit 10 Money Matters 3"
6593,365,英語コミュニケーション,第23回,"Unit 11 Situations in Life 1"
6594,365,英語コミュニケーション,第24回,"Unit 11 Situations in Life"
6595,365,英語コミュニケーション,第25回,"Unit 11 Situations in Life 3"
6596,365,英語コミュニケーション,第26回,"Unit 12 Facing the Future 1"
6597,365,英語コミュニケーション,第27回,"Unit 12 Facing the Future 2"
6598,365,英語コミュニケーション,第28回,"Unit 12 Facing the Future 3"
6599,365,英語コミュニケーション,第29回,理解度の確認
6600,365,英語コミュニケーション,第30回,まとめ
6601,366,英語コミュニケーション,第1回,"Introduction
                          
                          Pronunciation
                          
                          
                          Basic Grammar"
6602,366,英語コミュニケーション,第2回,"Unit 1 All about the ""Real ”Me"
6603,366,英語コミュニケーション,第3回,"Unit 2 Friends Forever　"
6604,366,英語コミュニケーション,第4回,"Unit 3 Finding a ""Special"" Friend　１
                          
                          
                          What is a Good Paragraph?
                          Three Parts of a Paragraph"
6605,366,英語コミュニケーション,第5回,"Unit 3 Finding a ""Special"" Friend　２
                          
                          
                          
                          
                          
                          What is a Topic Sentence?"
6606,366,英語コミュニケーション,第6回,"Unit 4 Shopping for Bargains　１
                          
                          
                          Outline"
6607,366,英語コミュニケーション,第7回,"Unit 4 Shopping for Bargains　２"
6608,366,英語コミュニケーション,第8回,"Unit 5 Dreaming About Summer 1
                          
                          
                          
                          
                          Coherence in a Paragraph(Transition)"
6609,366,英語コミュニケーション,第9回,"Unit 5 Dreaming About Summer　2
                          
                          Descriptive　Paragraph"
6610,366,英語コミュニケーション,第10回,"Unit 6 I'd Better Get a Job 1 
                          
                          
                          
                          
                          Illustration Paragraph"
6611,366,英語コミュニケーション,第11回,"Unit 6 I'd Better Get a Job 2
                          
                          
                          
                          Classification Paragraph"
6612,366,英語コミュニケーション,第12回,"Unit 7 What Do You Think?　1
                          
                          
                          Analysis Paragraph"
6613,366,英語コミュニケーション,第13回,"Unit 7 What Do You Think? 2
                          
                          
                          
                          
                          Cause and Effect Paragraph"
6614,366,英語コミュニケーション,第14回,"Unit 7 What Do You Think? 3
                          
                          
                          Comparison Paragraph"
6615,366,英語コミュニケーション,第15回,"Unit 8 Rap, Rock, and Reggae 1
                          
                          Contrast Paragraph"
6616,366,英語コミュニケーション,第16回,"Unit 8 Rap, Rock, and Reggae 2
                          
                          
                          
                          Personal Opinion Paragraph"
6617,366,英語コミュニケーション,第17回,"Unit 9 What a Character! 1
                          
                          
                          
                          Problem-Solution Paragraph"
6618,366,英語コミュニケーション,第18回,"Unit 9 What a Character! 2
                          
                          
                          
                          
                          
                          Writing Your Outline"
6619,366,英語コミュニケーション,第19回,"Unit 9 What a Character! 3"
6620,366,英語コミュニケーション,第20回,"Unit 10 Money Matters 1
                          
                          
                          
                          
                          
                          Writing Your Paragraph"
6621,366,英語コミュニケーション,第21回,"Unit 10 Money Matters 2
                          
                          
                          
                          Writing Your Paragraph"
6622,366,英語コミュニケーション,第22回,"Unit 10 Money Matters 3"
6623,366,英語コミュニケーション,第23回,"Unit 11 Situations in Life 1"
6624,366,英語コミュニケーション,第24回,"Unit 11 Situations in Life"
6625,366,英語コミュニケーション,第25回,"Unit 11 Situations in Life 3"
6626,366,英語コミュニケーション,第26回,"Unit 12 Facing the Future 1"
6627,366,英語コミュニケーション,第27回,"Unit 12 Facing the Future 2"
6628,366,英語コミュニケーション,第28回,"Unit 12 Facing the Future 3"
6629,366,英語コミュニケーション,第29回,理解度の確認
6630,366,英語コミュニケーション,第30回,まとめ
6631,367,英語コミュニケーション,第1回,"Introduction
                          
                          Pronunciation
                          
                          
                          Basic Grammar"
6632,367,英語コミュニケーション,第2回,"Unit 1 All about the ""Real ”Me"
6633,367,英語コミュニケーション,第3回,"Unit 2 Friends Forever　"
6634,367,英語コミュニケーション,第4回,"Unit 3 Finding a ""Special"" Friend　１
                          
                          
                          What is a Good Paragraph?
                          Three Parts of a Paragraph"
6635,367,英語コミュニケーション,第5回,"Unit 3 Finding a ""Special"" Friend　２
                          
                          
                          
                          
                          
                          What is a Topic Sentence?"
6636,367,英語コミュニケーション,第6回,"Unit 4 Shopping for Bargains　１
                          
                          
                          Outline"
6637,367,英語コミュニケーション,第7回,"Unit 4 Shopping for Bargains　２"
6638,367,英語コミュニケーション,第8回,"Unit 5 Dreaming About Summer 1
                          
                          
                          
                          
                          Coherence in a Paragraph(Transition)"
6639,367,英語コミュニケーション,第9回,"Unit 5 Dreaming About Summer　2
                          
                          Descriptive　Paragraph"
6640,367,英語コミュニケーション,第10回,"Unit 6 I'd Better Get a Job 1 
                          
                          
                          
                          
                          Illustration Paragraph"
6641,367,英語コミュニケーション,第11回,"Unit 6 I'd Better Get a Job 2
                          
                          
                          
                          Classification Paragraph"
6642,367,英語コミュニケーション,第12回,"Unit 7 What Do You Think?　1
                          
                          
                          Analysis Paragraph"
6643,367,英語コミュニケーション,第13回,"Unit 7 What Do You Think? 2
                          
                          
                          
                          
                          Cause and Effect Paragraph"
6644,367,英語コミュニケーション,第14回,"Unit 7 What Do You Think? 3
                          
                          
                          Comparison Paragraph"
6645,367,英語コミュニケーション,第15回,"Unit 8 Rap, Rock, and Reggae 1
                          
                          Contrast Paragraph"
6646,367,英語コミュニケーション,第16回,"Unit 8 Rap, Rock, and Reggae 2
                          
                          
                          
                          Personal Opinion Paragraph"
6647,367,英語コミュニケーション,第17回,"Unit 9 What a Character! 1
                          
                          
                          
                          Problem-Solution Paragraph"
6648,367,英語コミュニケーション,第18回,"Unit 9 What a Character! 2
                          
                          
                          
                          
                          
                          Writing Your Outline"
6649,367,英語コミュニケーション,第19回,"Unit 9 What a Character! 3"
6650,367,英語コミュニケーション,第20回,"Unit 10 Money Matters 1
                          
                          
                          
                          
                          
                          Writing Your Paragraph"
6651,367,英語コミュニケーション,第21回,"Unit 10 Money Matters 2
                          
                          
                          
                          Writing Your Paragraph"
6652,367,英語コミュニケーション,第22回,"Unit 10 Money Matters 3"
6653,367,英語コミュニケーション,第23回,"Unit 11 Situations in Life 1"
6654,367,英語コミュニケーション,第24回,"Unit 11 Situations in Life"
6655,367,英語コミュニケーション,第25回,"Unit 11 Situations in Life 3"
6656,367,英語コミュニケーション,第26回,"Unit 12 Facing the Future 1"
6657,367,英語コミュニケーション,第27回,"Unit 12 Facing the Future 2"
6658,367,英語コミュニケーション,第28回,"Unit 12 Facing the Future 3"
6659,367,英語コミュニケーション,第29回,理解度の確認
6660,367,英語コミュニケーション,第30回,まとめ
6661,368,英語コミュニケーション,第1回,"Introduction
                          
                          Pronunciation
                          
                          
                          Basic Grammar"
6662,368,英語コミュニケーション,第2回,"Unit 1 All about the ""Real ”Me"
6663,368,英語コミュニケーション,第3回,"Unit 2 Friends Forever　"
6664,368,英語コミュニケーション,第4回,"Unit 3 Finding a ""Special"" Friend　１
                          
                          
                          What is a Good Paragraph?
                          Three Parts of a Paragraph"
6665,368,英語コミュニケーション,第5回,"Unit 3 Finding a ""Special"" Friend　２
                          
                          
                          
                          
                          
                          What is a Topic Sentence?"
6666,368,英語コミュニケーション,第6回,"Unit 4 Shopping for Bargains　１
                          
                          
                          Outline"
6667,368,英語コミュニケーション,第7回,"Unit 4 Shopping for Bargains　２"
6668,368,英語コミュニケーション,第8回,"Unit 5 Dreaming About Summer 1
                          
                          
                          
                          
                          Coherence in a Paragraph(Transition)"
6669,368,英語コミュニケーション,第9回,"Unit 5 Dreaming About Summer　2
                          
                          Descriptive　Paragraph"
6670,368,英語コミュニケーション,第10回,"Unit 6 I'd Better Get a Job 1 
                          
                          
                          
                          
                          Illustration Paragraph"
6671,368,英語コミュニケーション,第11回,"Unit 6 I'd Better Get a Job 2
                          
                          
                          
                          Classification Paragraph"
6672,368,英語コミュニケーション,第12回,"Unit 7 What Do You Think?　1
                          
                          
                          Analysis Paragraph"
6673,368,英語コミュニケーション,第13回,"Unit 7 What Do You Think? 2
                          
                          
                          
                          
                          Cause and Effect Paragraph"
6674,368,英語コミュニケーション,第14回,"Unit 7 What Do You Think? 3
                          
                          
                          Comparison Paragraph"
6675,368,英語コミュニケーション,第15回,"Unit 8 Rap, Rock, and Reggae 1
                          
                          Contrast Paragraph"
6676,368,英語コミュニケーション,第16回,"Unit 8 Rap, Rock, and Reggae 2
                          
                          
                          
                          Personal Opinion Paragraph"
6677,368,英語コミュニケーション,第17回,"Unit 9 What a Character! 1
                          
                          
                          
                          Problem-Solution Paragraph"
6678,368,英語コミュニケーション,第18回,"Unit 9 What a Character! 2
                          
                          
                          
                          
                          
                          Writing Your Outline"
6679,368,英語コミュニケーション,第19回,"Unit 9 What a Character! 3"
6680,368,英語コミュニケーション,第20回,"Unit 10 Money Matters 1
                          
                          
                          
                          
                          
                          Writing Your Paragraph"
6681,368,英語コミュニケーション,第21回,"Unit 10 Money Matters 2
                          
                          
                          
                          Writing Your Paragraph"
6682,368,英語コミュニケーション,第22回,"Unit 10 Money Matters 3"
6683,368,英語コミュニケーション,第23回,"Unit 11 Situations in Life 1"
6684,368,英語コミュニケーション,第24回,"Unit 11 Situations in Life"
6685,368,英語コミュニケーション,第25回,"Unit 11 Situations in Life 3"
6686,368,英語コミュニケーション,第26回,"Unit 12 Facing the Future 1"
6687,368,英語コミュニケーション,第27回,"Unit 12 Facing the Future 2"
6688,368,英語コミュニケーション,第28回,"Unit 12 Facing the Future 3"
6689,368,英語コミュニケーション,第29回,理解度の確認
6690,368,英語コミュニケーション,第30回,まとめ
6691,369,英語コミュニケーション,第1回,ガイダンス
6692,369,英語コミュニケーション,第2回,"Unit 1 It's nice to meet you（前半）"
6693,369,英語コミュニケーション,第3回,"Unit 1 It's nice to meet you （後半）"
6694,369,英語コミュニケーション,第4回,"Unit 2 That's a great hairstyle（前半）"
6695,369,英語コミュニケーション,第5回,"Unit 2 That's a great hairstyle（後半）"
6696,369,英語コミュニケーション,第6回,"Unit 3 Shopping trip（前半）"
6697,369,英語コミュニケーション,第7回,"Unit 3 Shopping trip（後半）"
6698,369,英語コミュニケーション,第8回,"Unit 4 What are you doing this weekend?　（前半）"
6699,369,英語コミュニケーション,第9回,"Unit 4 What are you doing this weekend? （後半）"
6700,369,英語コミュニケーション,第10回,"Unit 5 Have you been to San Francisco?（前半）
                          TOEIC対応リスニング練習"
6701,369,英語コミュニケーション,第11回,"Unit 5 Have you been to San Francisco?（後半）"
6702,369,英語コミュニケーション,第12回,"Unit 6 My best friend （前半）"
6703,369,英語コミュニケーション,第13回,"Unit 6 My best friend （後半）"
6704,369,英語コミュニケーション,第14回,"Unit 7 I'm taller than you are （前半）"
6705,369,英語コミュニケーション,第15回,"Unit 7 I'm taller than you are （後半）"
6706,369,英語コミュニケーション,第16回,"Unit 8 Where shall we eat?　（前半）"
6707,369,英語コミュニケーション,第17回,"Unit 8 Where shall we eat?（後半）"
6708,369,英語コミュニケーション,第18回,"Unit 9 Going to the movies （前半）"
6709,369,英語コミュニケーション,第19回,"Unit 9 Going to the movies（後半）
                          TOEIC対応リスニング練習"
6710,369,英語コミュニケーション,第20回,"Unit 10 Shopping for the perfect gift (前半）"
6711,369,英語コミュニケーション,第21回,"Unit 10 Shopping for the perfect gift（後半）"
6712,369,英語コミュニケーション,第22回,"Unit 11 What's your favorite?（前半）"
6713,369,英語コミュニケーション,第23回,"Unit 11 What's your favorite?（後半）"
6714,369,英語コミュニケーション,第24回,"Unit 12 Hard work（前半）"
6715,369,英語コミュニケーション,第25回,"Unit 12 Hard work（後半）"
6716,369,英語コミュニケーション,第26回,"Unit　13 I was so embarrassed（前半）
                          英検２級面接練習"
6717,369,英語コミュニケーション,第27回,"Unit 13 I was so embarrassed（後半）
                          英検準１級面接練習（１）"
6718,369,英語コミュニケーション,第28回,"Unit 14 What should I do?
                          英検準１級面接練習（１）"
6719,369,英語コミュニケーション,第29回,まとめ
6720,369,英語コミュニケーション,第30回,プレゼンテーション
6721,370,英語コミュニケーション,第1回,ガイダンス
6722,370,英語コミュニケーション,第2回,"Unit 1 It's nice to meet you（前半）"
6723,370,英語コミュニケーション,第3回,"Unit 1 It's nice to meet you（後半）"
6724,370,英語コミュニケーション,第4回,"Unit 2 That' a great hairstyle（前半）"
6725,370,英語コミュニケーション,第5回,"Unit 2 That's a great hairstyle（後半）"
6726,370,英語コミュニケーション,第6回,"Unit 3 Shopping trip（前半）"
6727,370,英語コミュニケーション,第7回,"Unit 3 Shopping trip（後半）"
6728,370,英語コミュニケーション,第8回,"UNit 4 What are you doing this weekend?（前半）"
6729,370,英語コミュニケーション,第9回,"Unit 4 What are you doing this weekend?（後半）"
6730,370,英語コミュニケーション,第10回,"Unit 5 Have you been to San Francisco?（前半）
                          TOEIC対応リスニング練習"
6731,370,英語コミュニケーション,第11回,"Unit 5 Have you been to San Francisco?（後半）"
6732,370,英語コミュニケーション,第12回,"Unit 6 My best friend（前半）"
6733,370,英語コミュニケーション,第13回,"Unit 6 My best friend（後半）"
6734,370,英語コミュニケーション,第14回,"Unit 7 I'm taller than you are（前半）"
6735,370,英語コミュニケーション,第15回,"Unit 7 I'm taller than you are（後半）"
6736,370,英語コミュニケーション,第16回,"Unit 8 Where shall we eat?（前半）"
6737,370,英語コミュニケーション,第17回,"Unit 8 Where shall we eat（後半）"
6738,370,英語コミュニケーション,第18回,"Unit 9 Going to the movies（前半）"
6739,370,英語コミュニケーション,第19回,"Unit 9 Going to the movies（後半）
                          TOEIC対応リスニング練習"
6740,370,英語コミュニケーション,第20回,"Unit 10 Shopping for the perfect gift（前半）"
6741,370,英語コミュニケーション,第21回,"Unit 10 Shopping for the perfect gift（後半）"
6742,370,英語コミュニケーション,第22回,"Unit 11 What's your favorite?（前半）"
6743,370,英語コミュニケーション,第23回,"Unit 11 What's your favorite?（後半）"
6744,370,英語コミュニケーション,第24回,"Unit 12 Hard work（前半）"
6745,370,英語コミュニケーション,第25回,"Unit 12 Hard work（後半）"
6746,370,英語コミュニケーション,第26回,"Unit 13 I was so embarrassed（前半）
                          英検２級面接練習"
6747,370,英語コミュニケーション,第27回,"Unit 13 I was so embarrassed（後半）
                          英検準１級面接練習（１）"
6748,370,英語コミュニケーション,第28回,"Unit 14 What should I do?
                          英検準１級面接練習"
6749,370,英語コミュニケーション,第29回,まとめ
6750,370,英語コミュニケーション,第30回,プレゼンテーション
6751,371,英語コミュニケーション,第1回,ガイダンス
6752,371,英語コミュニケーション,第2回,"Unit 1 It's nice to meet you（前半）"
6753,371,英語コミュニケーション,第3回,"Unit 1 It's nice to meet you（後半）"
6754,371,英語コミュニケーション,第4回,"Unit 2 That's a great hairstyle（前半）"
6755,371,英語コミュニケーション,第5回,"Unit 2 That' a great hairstyle（後半）"
6756,371,英語コミュニケーション,第6回,"Unit 3 Shopping trip（前半）"
6757,371,英語コミュニケーション,第7回,"Unit 3 Shopping trip（後半）"
6758,371,英語コミュニケーション,第8回,"Unit 4 What are you doing this weekend?（前半）"
6759,371,英語コミュニケーション,第9回,"Unit 4 What are you doing this weekend?（後半）"
6760,371,英語コミュニケーション,第10回,"Unit 5 Have you been to San Francisco?（前半）
                          TOEIC対応リスニング練習"
6761,371,英語コミュニケーション,第11回,"Unit 5 Have you been to San Francisco?（後半）"
6762,371,英語コミュニケーション,第12回,"Unit 6 My best friend（前半）"
6763,371,英語コミュニケーション,第13回,"Unit 6 My best friend（後半）"
6764,371,英語コミュニケーション,第14回,"Unit 7 I'm taller than you are（前半）"
6765,371,英語コミュニケーション,第15回,"Unit 7 I'm taller than you are（後半）"
6766,371,英語コミュニケーション,第16回,"Unit 8 Where shall we eat?（前半）"
6767,371,英語コミュニケーション,第17回,"Unit 8 Where shall we eat?（後半）"
6768,371,英語コミュニケーション,第18回,"Unit 9 Going to the movies（前半）"
6769,371,英語コミュニケーション,第19回,"Unit 9 Going to the movies（後半）
                          TOEIC対応リスニング練習"
6770,371,英語コミュニケーション,第20回,"Unit 10 Shopping for the perfect gift（前半）"
6771,371,英語コミュニケーション,第21回,"Unit 10 Shopping for the perfect gift（後半）"
6772,371,英語コミュニケーション,第22回,"Unit 11 What's your favorite?（前半）"
6773,371,英語コミュニケーション,第23回,"Unit 11 What's your favorite?（後半）"
6774,371,英語コミュニケーション,第24回,"Unit 12 Hard work（前半）"
6775,371,英語コミュニケーション,第25回,"Unit 12 Hard work（後半）"
6776,371,英語コミュニケーション,第26回,"Unit 13 I was so embarrassed（前半）
                          英検２級面接練習"
6777,371,英語コミュニケーション,第27回,"Unit 13 I was so embarrassed（後半）
                          英検準１級面接練習（１）"
6778,371,英語コミュニケーション,第28回,"Unit 14 What should I do?
                          英検準１級面接練習（２）"
6779,371,英語コミュニケーション,第29回,まとめ
6780,371,英語コミュニケーション,第30回,プレゼンテーション
6781,372,英語コミュニケーション,第1回,ガイダンス
6782,372,英語コミュニケーション,第2回,"Unit 1 It's nice to meet you（前半）"
6783,372,英語コミュニケーション,第3回,"Unit 1 It's nice to meet you（後半）"
6784,372,英語コミュニケーション,第4回,"Unit 2 That's a great hairstyle（前半）"
6785,372,英語コミュニケーション,第5回,"Unit 2 That' a great hairstyle（後半）"
6786,372,英語コミュニケーション,第6回,"Unit 3 Shopping trip（前半）"
6787,372,英語コミュニケーション,第7回,"Unit 3 Shopping trip（後半）"
6788,372,英語コミュニケーション,第8回,"Unit 4 What are you doing this weekend?（前半）"
6789,372,英語コミュニケーション,第9回,"Unit 4 What are you doing this weekend?（後半）"
6790,372,英語コミュニケーション,第10回,"Unit 5 Have you been to San Francisco?（前半）
                          TOEIC対応リスニング練習"
6791,372,英語コミュニケーション,第11回,"Unit 5 Have you been to San Francisco?（後半）"
6792,372,英語コミュニケーション,第12回,"Unit 6 My best friend（前半）"
6793,372,英語コミュニケーション,第13回,"Unit 6 My best friend（後半）"
6794,372,英語コミュニケーション,第14回,"Unit 7 I'm taller than you are（前半）"
6795,372,英語コミュニケーション,第15回,"Unit 7 I'm taller than you are（後半）"
6796,372,英語コミュニケーション,第16回,"Unit 8 Where shall we eat?（前半）"
6797,372,英語コミュニケーション,第17回,"Unit 8 Where shall we eat?（後半）"
6798,372,英語コミュニケーション,第18回,"Unit 9 Going to the movies（前半）"
6799,372,英語コミュニケーション,第19回,"Unit 9 Going to the movies（後半）
                          TOEIC対応リスニング練習"
6800,372,英語コミュニケーション,第20回,"Unit 10 Shopping for the perfect gift（前半）"
6801,372,英語コミュニケーション,第21回,"Unit 10 Shopping for the perfect gift（後半）"
6802,372,英語コミュニケーション,第22回,"Unit 11 What's your favorite?（前半）"
6803,372,英語コミュニケーション,第23回,"Unit 11 What's your favorite?（後半）"
6804,372,英語コミュニケーション,第24回,"Unit 12 Hard work（前半）"
6805,372,英語コミュニケーション,第25回,"Unit 12 Hard work（後半）"
6806,372,英語コミュニケーション,第26回,"Unit 13 I was so embarrassed（前半）
                          英検２級面接練習"
6807,372,英語コミュニケーション,第27回,"Unit 13 I was so embarrassed（後半）
                          英検準１級面接練習（１）"
6808,372,英語コミュニケーション,第28回,"Unit 14 What should I do?
                          英検準１級面接練習（２）"
6809,372,英語コミュニケーション,第29回,まとめ
6810,372,英語コミュニケーション,第30回,プレゼンテーション
6811,373,英語コミュニケーション,第1回,"GOALS & EXPECTATIONS
                          CULTURAL IDENTITY PROFILE"
6812,373,英語コミュニケーション,第2回,"UNIT 1
                          I NEVER NOTICED THAT BEFORE
                          UNIT 2
                          THE SMALL FACE"
6813,373,英語コミュニケーション,第3回,"UNIT 3
                          THE DOWNLOADER
                          UNIT 4
                          TEXT, EYES & STEREOTYPES"
6814,373,英語コミュニケーション,第4回,"UNIT 5
                          SAVING FACE
                          UNIT 6
                          THE WAITRESS"
6815,373,英語コミュニケーション,第5回,"ROLE PLAY ACTIVITY"
6816,373,英語コミュニケーション,第6回,"UNIT 7
                          AT THE TABLE
                          UNIT 8
                          GETTING THE BILL"
6817,373,英語コミュニケーション,第7回,"UNIT 9
                          TRAIN IN VAIN
                          UNIT 10
                          JUST EAT IT"
6818,373,英語コミュニケーション,第8回,"UNIT 11
                          TATTOO YOU
                          UNIT 12
                          THE PRESENT"
6819,373,英語コミュニケーション,第9回,"MINI DEBATE"
6820,373,英語コミュニケーション,第10回,"UNIT 13
                          JUST JOKING
                          UNIT 14
                          THE GOOD LUCK CHARM"
6821,373,英語コミュニケーション,第11回,"UNIT 15
                          THE PARTNER
                          UNIT 16
                          HAPPILY EVER AFTER"
6822,373,英語コミュニケーション,第12回,"REVIEW ACTIVITY 1"
6823,373,英語コミュニケーション,第13回,"UNIT 17
                          THE NEWCOMERS
                          UNIT 18
                          TV OR NOT TV"
6824,373,英語コミュニケーション,第14回,"UNIT 19
                          THE PUSHER
                          UNIT 20
                          WAR & PEACE"
6825,373,英語コミュニケーション,第15回,"REVIEW ACTIVITY 2"
6826,373,英語コミュニケーション,第16回,"UNIT 21
                          THE MOTHERS OF INVENTION
                          UNIT 22
                          THE DREAM JOB"
6827,373,英語コミュニケーション,第17回,"Global Economy"
6828,373,英語コミュニケーション,第18回,"Vocabulary Quiz"
6829,373,英語コミュニケーション,第19回,"Language and Culture"
6830,373,英語コミュニケーション,第20回,"Further Analysis of Key Concepts"
6831,373,英語コミュニケーション,第21回,"Further Analysis of Key Concepts"
6832,373,英語コミュニケーション,第22回,"Further Analysis of Key Concepts"
6833,373,英語コミュニケーション,第23回,"REVIEW ACTIVITY 3"
6834,373,英語コミュニケーション,第24回,Discussion
6835,373,英語コミュニケーション,第25回,"REVIEW ACTIVITY 4"
6836,373,英語コミュニケーション,第26回,"UNIT 23
                          GETTING WARMER
                          UNIT 24
                          CRANK IT UP"
6837,373,英語コミュニケーション,第27回,"UNIT 25
                          THE CHRISTMAS DATE"
6838,373,英語コミュニケーション,第28回,"Final Review and Presentation Preparation"
6839,373,英語コミュニケーション,第29回,"SUMMARY & REVIEW"
6840,373,英語コミュニケーション,第30回,"SUMMARY & REVIEW"
6841,374,英語コミュニケーション,第1回,"GOALS & EXPECTATIONS
                          CULTURAL IDENTITY PROFILE"
6842,374,英語コミュニケーション,第2回,"UNIT 1
                          I NEVER NOTICED THAT BEFORE
                          UNIT 2
                          THE SMALL FACE"
6843,374,英語コミュニケーション,第3回,"UNIT 3
                          THE DOWNLOADER
                          UNIT 4
                          TEXT, EYES & STEREOTYPES"
6844,374,英語コミュニケーション,第4回,"UNIT 5
                          SAVING FACE
                          UNIT 6
                          THE WAITRESS"
6845,374,英語コミュニケーション,第5回,"ROLE PLAY ACTIVITY"
6846,374,英語コミュニケーション,第6回,"UNIT 7
                          AT THE TABLE
                          UNIT 8
                          GETTING THE BILL"
6847,374,英語コミュニケーション,第7回,"UNIT 9
                          TRAIN IN VAIN
                          UNIT 10
                          JUST EAT IT"
6848,374,英語コミュニケーション,第8回,"UNIT 11
                          TATTOO YOU
                          UNIT 12
                          THE PRESENT"
6849,374,英語コミュニケーション,第9回,"MINI DEBATE"
6850,374,英語コミュニケーション,第10回,"UNIT 13
                          JUST JOKING
                          UNIT 14
                          THE GOOD LUCK CHARM"
6851,374,英語コミュニケーション,第11回,"UNIT 15
                          THE PARTNER
                          UNIT 16
                          HAPPILY EVER AFTER"
6852,374,英語コミュニケーション,第12回,"REVIEW ACTIVITY 1"
6853,374,英語コミュニケーション,第13回,"UNIT 17
                          THE NEWCOMERS
                          UNIT 18
                          TV OR NOT TV"
6854,374,英語コミュニケーション,第14回,"UNIT 19
                          THE PUSHER
                          UNIT 20
                          WAR & PEACE"
6855,374,英語コミュニケーション,第15回,"REVIEW ACTIVITY 2"
6856,374,英語コミュニケーション,第16回,"UNIT 21
                          THE MOTHERS OF INVENTION
                          UNIT 22
                          THE DREAM JOB"
6857,374,英語コミュニケーション,第17回,"Global Economy"
6858,374,英語コミュニケーション,第18回,"Vocabulary Quiz"
6859,374,英語コミュニケーション,第19回,"Language and Culture"
6860,374,英語コミュニケーション,第20回,"Further Analysis of Key Concepts"
6861,374,英語コミュニケーション,第21回,"Further Analysis of Key Concepts"
6862,374,英語コミュニケーション,第22回,"Further Analysis of Key Concepts"
6863,374,英語コミュニケーション,第23回,"REVIEW ACTIVITY 3"
6864,374,英語コミュニケーション,第24回,Discussion
6865,374,英語コミュニケーション,第25回,"REVIEW ACTIVITY 4"
6866,374,英語コミュニケーション,第26回,"UNIT 23
                          GETTING WARMER
                          UNIT 24
                          CRANK IT UP"
6867,374,英語コミュニケーション,第27回,"UNIT 25
                          THE CHRISTMAS DATE"
6868,374,英語コミュニケーション,第28回,"Final Review and Presentation Preparation"
6869,374,英語コミュニケーション,第29回,"SUMMARY & REVIEW"
6870,374,英語コミュニケーション,第30回,"SUMMARY & REVIEW"
6871,375,英語コミュニケーション,第1回,"*Lesson 1 Greetings and Introductions
                          Scene 1 A) Dialog 
                          
                          **Unit 1 A Man's Attractiveness"
6872,375,英語コミュニケーション,第2回,"*Lesson 1 Greetings and Introductions
                          Scene 2 A) Dialog
                          
                          **Unit 2 The Happiest People"
6873,375,英語コミュニケーション,第3回,"*Lesson 1 Greetings and Introductions
                          Scene 3 A) Dialog
                          
                          **Unit 3 A Long Life"
6874,375,英語コミュニケーション,第4回,"*Lesson 2 Making Appointments and Reservations by Telephone 
                          Scene 1 A) Dialog 
                          
                          **Unit 4 Music/?"
6875,375,英語コミュニケーション,第5回,"*Lesson 2 Making Appointments and Reservations by Telephone 
                          Scene 2 A) Dialog
                          
                          **Unit 5 When"
6876,375,英語コミュニケーション,第6回,"*Lesson 2 Making Appointments and Reservations by Telephone 
                          Scene 3 A) Dialog
                          
                          **Unit 6 Cell"
6877,375,英語コミュニケーション,第7回,"*Lesson 2 Making Appointments and Reservations by Telephone 
                          Scene 4 A) Dialog
                          
                          **Unit 7 A Woman"
6878,375,英語コミュニケーション,第8回,"*Lesson 3 Requesting Favors
                          Scene 1 A) Dialog
                          
                          **Unit 8 From Rags to Riches"
